Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Mercedes-Benz,Hyderabad,2010,65000,Petrol,Manual,Second,11.7,1796,178.0,5,11.75
Ford,Chennai,2013,177000,Diesel,Manual,First,23.5,1498,88.7,5,3.5
Hyundai,Jaipur,2015,89000,Petrol,Manual,First,17.01,1591,121.3,5,7.5
Hyundai,Chennai,2009,72000,Petrol,Automatic,Third,15.0,1396,100.0,5,3.25
Maruti,Chennai,2012,49000,Petrol,Manual,First,17.5,1298,85.8,5,4.9
Mercedes-Benz,Hyderabad,2014,51355,Diesel,Automatic,First,14.84,2143,170.0,5,27.0
Hyundai,Kochi,2017,13460,Petrol,Manual,First,18.6,1197,81.86,5,8.91
Hyundai,Kochi,2014,35642,Petrol,Automatic,First,17.01,1591,121.4,5,6.69
Chevrolet,Kochi,2014,52895,Diesel,Manual,First,17.3,1998,163.7,5,6.02
Toyota,Mumbai,2010,93000,Petrol,Manual,First,14.28,1798,138.03,5,4.5
Maruti,Pune,2011,70000,Petrol,Manual,First,19.0,998,66.1,5,2.0
Nissan,Kolkata,2012,32048,Diesel,Manual,First,23.08,1461,63.1,5,2.4
Tata,Pune,2013,4700,Petrol,Manual,First,25.4,624,37.48,4,1.2
Maruti,Delhi,2014,71800,Diesel,Manual,First,23.4,1248,74.0,5,2.9
Audi,Ahmedabad,2016,45000,Diesel,Automatic,First,17.32,1968,184.0,5,27.0
Honda,Chennai,2016,15388,Diesel,Manual,First,25.8,1498,98.6,5,7.5
Chevrolet,Mumbai,2004,98798,Petrol,Manual,First,14.7,1599,104.0,5,1.5
Audi,Hyderabad,2016,43000,Diesel,Automatic,First,14.16,1968,174.3,5,39.5
Maruti,Hyderabad,2012,85112,Diesel,Manual,First,23.2,1248,73.94,5,3.39
Mahindra,Kochi,2018,37804,Diesel,Manual,First,15.4,2179,120.0,7,12.4
Maruti,Chennai,2014,45000,Diesel,Manual,First,28.09,1248,88.5,5,6.85
Toyota,Pune,2011,116000,Diesel,Manual,Second,21.43,1364,138.0,5,5.75
Tata,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396,69.0,5,2.0
Maruti,Jaipur,2006,165000,Petrol,Manual,First,16.1,796,37.0,4,0.9
Volkswagen,Kolkata,2015,22000,Petrol,Manual,First,16.47,1198,74.0,5,3.8
Hyundai,Delhi,2017,9500,Petrol,Automatic,First,14.62,1999,149.92,5,16.35
Toyota,Hyderabad,2012,152000,Diesel,Automatic,First,11.5,2982,169.0,7,16.5
Maruti,Coimbatore,2019,17705,Petrol,Manual,First,21.4,1197,83.1,5,8.7
Maruti,Mumbai,2016,12000,Petrol,Manual,First,21.4,1197,83.1,5,6.1
Mini,Hyderabad,2013,51000,Diesel,Automatic,First,23.8,1998,112.0,5,21.94
Mercedes-Benz,Chennai,2009,42000,Diesel,Automatic,Second,13.0,2987,210.0,5,22.0
Maruti,Delhi,2015,51000,Petrol,Manual,First,20.92,998,67.1,5,2.65
Maruti,Kochi,2017,42527,Petrol,Manual,First,20.4,1197,81.8,5,5.27
Chevrolet,Kolkata,2014,45000,Diesel,Manual,First,22.1,1248,74.0,5,2.48
Toyota,Kolkata,2011,70000,Diesel,Manual,First,12.8,2494,102.0,8,6.0
Toyota,Mumbai,2009,92000,Diesel,Manual,First,11.5,2982,171.0,7,8.9
BMW,Hyderabad,2012,57156,Diesel,Automatic,Second,18.88,1995,184.0,5,18.0
Skoda,Coimbatore,2016,53211,Petrol,Manual,First,16.8,1395,138.02,5,11.64
Toyota,Kolkata,2019,80000,Diesel,Manual,First,11.5,2982,171.0,7,8.99
Volkswagen,Bangalore,2009,74000,Diesel,Automatic,First,15.5,1896,105.0,5,5.25
Hyundai,Kolkata,2011,37000,Diesel,Manual,First,23.0,1396,90.0,5,2.95
Tata,Mumbai,2013,64000,Diesel,Manual,Second,21.02,1248,88.76,5,2.65
Volkswagen,Pune,2013,57197,Petrol,Manual,First,15.04,1598,103.6,5,4.0
Hyundai,Chennai,2016,55000,Diesel,Automatic,First,17.6,1582,126.2,5,12.5
Maruti,Mumbai,2014,33000,Petrol,Manual,First,21.1,1197,85.8,5,3.25
Honda,Delhi,2008,70000,Petrol,Manual,First,13.1,1997,141.1,5,4.0
Mahindra,Delhi,2012,75000,Diesel,Manual,Second,15.1,2179,140.0,7,6.25
Volkswagen,Jaipur,2016,58095,Diesel,Manual,First,21.66,1498,108.62,5,5.8
Tata,Kolkata,2015,7445,Petrol,Manual,First,17.57,1193,88.7,5,5.0
Jaguar,Kochi,2016,17652,Diesel,Automatic,First,12.9,2993,270.88,5,58.73
Toyota,Kochi,2018,28321,Petrol,Automatic,First,14.28,1798,138.03,5,17.49
Maruti,Pune,2011,69000,Petrol,Manual,Second,19.0,998,66.1,5,1.95
Honda,Mumbai,2007,80000,Petrol,Automatic,First,11.1,2354,142.0,5,3.0
Hyundai,Delhi,2014,42365,Petrol,Manual,First,17.0,1197,80.0,5,5.5
Toyota,Delhi,2013,123000,Diesel,Automatic,First,12.55,2982,168.5,7,16.5
Mercedes-Benz,Mumbai,2011,40000,Petrol,Automatic,Second,11.74,1796,186.0,5,14.5
Maruti,Hyderabad,2016,30112,Diesel,Manual,First,27.39,1248,74.0,5,7.79
Maruti,Kochi,2017,43775,Diesel,Manual,First,20.77,1248,88.76,7,8.27
Land,Kochi,2019,26013,Diesel,Automatic,First,12.65,2993,255.0,5,97.07
Chevrolet,Mumbai,2012,56000,Petrol,Manual,First,12.9,1598,102.5,5,2.15
Honda,Hyderabad,2008,95000,Petrol,Automatic,Second,12.9,1799,130.0,5,3.0
BMW,Coimbatore,2014,41089,Diesel,Automatic,First,16.09,1995,184.0,5,28.79
Skoda,Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968,138.1,5,5.45
Maruti,Delhi,2013,72486,Diesel,Manual,First,23.4,1248,74.0,5,3.95
Volvo,Pune,2013,92000,Diesel,Automatic,First,23.3,1984,150.0,5,16.0
Maruti,Delhi,2013,40000,Petrol,Manual,First,17.5,1298,85.8,5,4.25
Land,Bangalore,2014,56000,Diesel,Automatic,First,12.7,2179,187.7,5,34.5
Honda,Mumbai,2008,125000,Petrol,Automatic,Third,11.7,2354,177.6,5,2.6
Toyota,Kochi,2017,29219,Diesel,Manual,First,12.99,2494,100.6,8,13.48
Toyota,Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982,168.5,7,32.1
Honda,Kochi,2018,38593,Petrol,Manual,First,18.7,1199,88.7,5,6.17
Honda,Kolkata,2015,32000,Petrol,Manual,First,17.0,1497,118.0,5,5.5
Maruti,Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248,73.75,5,9.15
Nissan,Pune,2014,95000,Diesel,Manual,First,21.64,1461,84.8,5,4.5
Toyota,Chennai,2014,194000,Diesel,Manual,First,12.99,2494,100.6,8,10.5
Honda,Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198,86.8,5,5.37
Volkswagen,Bangalore,2012,52000,Petrol,Manual,First,15.04,1598,103.6,5,5.45
Mahindra,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179,140.0,7,9.25
Ford,Chennai,2016,29200,Diesel,Manual,First,23.0,1498,98.96,5,7.7
Skoda,Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968,108.49,5,7.99
Hyundai,Chennai,2012,49000,Petrol,Manual,First,20.36,1197,78.9,5,3.0
Toyota,Hyderabad,2005,299322,Diesel,Manual,First,12.8,2494,102.0,8,4.0
Tata,Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248,88.7,5,6.69
Maruti,Delhi,2014,56000,Diesel,Manual,First,22.9,1248,74.0,5,4.25
Skoda,Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498,108.4,5,10.5
Toyota,Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393,147.8,8,22.55
Hyundai,Pune,2014,48000,Petrol,Manual,Second,17.01,1591,121.3,5,5.2
Honda,Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497,117.3,5,11.87
Honda,Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498,98.6,5,6.99
Volkswagen,Jaipur,2011,50000,Diesel,Manual,First,20.54,1598,103.6,5,5.0
Audi,Chennai,2014,25000,Diesel,Automatic,First,12.19,2967,236.0,5,44.0
Maruti,Chennai,2015,21000,Petrol,Manual,First,22.74,796,47.3,5,2.79
Tata,Pune,2012,148000,Diesel,Manual,Second,21.12,1248,88.8,5,2.9
Hyundai,Delhi,2016,68000,Petrol,Manual,First,15.29,1591,121.3,5,9.85
Mercedes-Benz,Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987,224.0,7,49.0
Mahindra,Jaipur,2016,19000,Diesel,Manual,First,16.55,2498,105.0,6,9.25
Hyundai,Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582,126.3,5,3.75
Ford,Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498,99.0,5,7.29
Mini,Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496,113.98,4,23.5
Maruti,Hyderabad,2013,34834,Petrol,Manual,First,14.0,796,35.0,5,2.6
Mahindra,Pune,2015,90000,Diesel,Manual,Second,21.03,1461,65.0,5,3.1
Mercedes-Benz,Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143,203.0,5,29.98
Renault,Kochi,2016,57390,Diesel,Manual,First,19.01,1461,108.45,5,6.73
Maruti,Kolkata,2016,100000,Diesel,Manual,First,23.4,1248,74.0,5,3.5
Volkswagen,Kolkata,2011,50000,Petrol,Manual,First,16.47,1198,73.9,5,2.35
Mahindra,Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179,140.0,7,16.13
Volkswagen,Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198,74.0,5,5.9
Maruti,Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197,85.8,5,3.9
Toyota,Delhi,2012,68000,Diesel,Manual,First,12.8,2494,102.0,7,6.95
Honda,Delhi,2015,33000,Diesel,Manual,First,26.0,1498,98.6,5,7.0
Volkswagen,Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198,73.75,5,7.23
Maruti,Mumbai,2012,90000,Diesel,Manual,First,21.5,1248,88.8,5,3.81
Maruti,Chennai,2012,42000,Petrol,Manual,Third,18.6,1197,85.8,5,4.5
Hyundai,Pune,2017,38767,Diesel,Manual,First,19.67,1582,126.2,5,12.6
Audi,Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967,241.4,7,48.0
Maruti,Coimbatore,2010,59136,Petrol,Manual,First,19.7,796,46.3,5,2.96
Honda,Kolkata,2014,36000,Diesel,Manual,First,25.8,1498,98.6,5,3.25
Volkswagen,Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968,167.7,5,8.5
Hyundai,Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582,126.24,5,8.75
Maruti,Kochi,2011,36411,Petrol,Manual,First,18.9,998,67.1,5,3.08
Land,Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999,148.31,7,41.5
Honda,Pune,2016,27300,Petrol,Manual,First,17.8,1497,117.3,5,7.0
Mercedes-Benz,Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991,181.03,5,11.5
Maruti,Pune,2011,71000,Petrol,Manual,First,20.51,998,67.04,5,2.6
Hyundai,Kolkata,2014,32000,Diesel,Manual,First,22.32,1582,126.3,5,4.3
Maruti,Mumbai,2017,19234,CNG,Manual,First,17.5,1373,80.46,7,8.35
Volkswagen,Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968,141.0,5,24.9
BMW,Pune,2011,102000,Diesel,Automatic,First,15.06,1995,177.0,5,13.75
Hyundai,Kolkata,2014,42277,Diesel,Manual,First,24.0,1186,73.97,5,3.85
Mercedes-Benz,Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143,201.1,5,23.25
Hyundai,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197,82.0,5,5.75
Hyundai,Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197,78.9,5,1.65
Volkswagen,Mumbai,2012,78000,Diesel,Manual,First,19.33,1968,138.1,5,6.5
Skoda,Chennai,2011,79000,Diesel,Manual,First,17.67,1968,138.08,5,7.5
Audi,Kochi,2019,6773,Diesel,Automatic,First,14.75,2967,245.0,7,72.94
Toyota,Chennai,2010,135000,Diesel,Manual,Second,11.5,2982,171.0,7,11.0
Maruti,Kochi,2013,36716,Petrol,Manual,First,18.9,1061,67.0,5,3.02
Hyundai,Coimbatore,2013,65060,Petrol,Manual,First,21.1,814,55.2,5,3.32
Honda,Delhi,2013,33000,Petrol,Manual,First,19.4,1198,86.8,5,3.24
Maruti,Kolkata,2015,11110,Petrol,Manual,First,22.74,796,47.3,5,2.35
Mahindra,Jaipur,2013,63000,Diesel,Manual,First,15.96,2523,62.1,7,5.5
Honda,Mumbai,2015,27030,Petrol,Manual,First,17.8,1497,117.3,5,6.75
Skoda,Mumbai,2015,19600,Petrol,Manual,First,15.0,1598,103.52,5,6.15
Maruti,Pune,2016,27755,Petrol,Manual,First,22.0,1197,81.8,5,5.45
Hyundai,Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814,55.2,5,2.3
Maruti,Kochi,2015,24782,Petrol,Manual,First,20.85,1197,83.14,5,6.21
Nissan,Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198,76.0,5,5.21
Audi,Delhi,2008,71000,Petrol,Automatic,First,8.3,4134,250.0,7,11.99
Maruti,Pune,2010,135000,Diesel,Manual,First,17.8,1248,75.0,5,3.1
Tata,Jaipur,2017,1000,Diesel,Manual,First,13.49,2179,138.03,5,7.5
Volkswagen,Kolkata,2016,29000,Diesel,Manual,First,20.14,1498,88.8,5,4.0
Honda,Kochi,2016,36367,Petrol,Manual,First,17.8,1497,117.3,5,7.73
Honda,Bangalore,2015,38000,Petrol,Manual,First,17.4,1497,117.3,5,7.8
Maruti,Hyderabad,2011,83969,Petrol,Manual,First,16.1,796,37.0,4,1.3
Volkswagen,Jaipur,2014,82621,Diesel,Manual,First,20.14,1498,88.8,5,4.42
Chevrolet,Pune,2009,89000,Diesel,Automatic,First,12.5,1991,147.9,7,4.0
Mahindra,Kolkata,2016,54000,Diesel,Manual,First,16.0,2179,140.0,7,13.0
Honda,Kochi,2015,61691,Diesel,Manual,First,25.8,1498,98.6,5,5.38
Hyundai,Chennai,2011,32200,Petrol,Manual,Second,17.0,1197,80.0,5,3.25
Maruti,Jaipur,2016,68630,Petrol,Automatic,First,20.51,998,67.0,5,3.87
Volkswagen,Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968,138.03,5,8.25
Maruti,Mumbai,2018,32644,Petrol,Manual,First,20.73,1373,91.1,5,9.28
Mahindra,Delhi,2012,85000,Diesel,Automatic,First,11.79,2179,120.0,7,6.25
Chevrolet,Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150,74.9,5,1.15
Maruti,Kochi,2016,40347,Petrol,Manual,First,20.73,1373,91.2,5,7.8
Hyundai,Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396,90.0,5,4.5
Honda,Kochi,2018,18664,Petrol,Manual,First,18.7,1199,88.7,5,7.56
Mahindra,Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179,140.0,7,16.08
Hyundai,Bangalore,2012,52237,Petrol,Manual,First,17.0,1197,80.0,5,4.5
Hyundai,Chennai,2012,128000,Diesel,Manual,First,22.32,1582,126.32,5,5.0
Hyundai,Delhi,2011,54000,Petrol,Manual,First,19.81,1086,68.05,5,2.2
Maruti,Bangalore,2014,49800,Petrol,Automatic,First,23.1,998,67.04,5,4.0
Skoda,Kolkata,2012,98000,Diesel,Manual,First,20.86,1199,73.9,5,2.51
Maruti,Delhi,2015,60095,Diesel,Manual,First,25.2,1248,74.0,5,4.75
Hyundai,Pune,2008,68000,Petrol,Manual,Second,16.0,1086,66.7,5,2.0
Hyundai,Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197,78.9,5,2.1
Ford,Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499,110.0,5,6.25
Mercedes-Benz,Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987,210.0,5,10.6
Maruti,Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248,74.0,5,6.0
Maruti,Jaipur,2004,12000,Petrol,Manual,Second,16.1,796,37.0,4,0.45
Maruti,Pune,2010,54898,Petrol,Manual,Third,16.1,1298,88.2,5,2.5
Hyundai,Mumbai,2018,2500,Petrol,Manual,First,15.29,1591,121.3,5,12.75
BMW,Kochi,2017,32838,Diesel,Automatic,First,17.05,1995,190.0,5,30.29
Ford,Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299,70.0,5,1.6
Ford,Kochi,2017,75445,Diesel,Manual,First,22.7,1498,89.84,5,7.54
Maruti,Kochi,2015,46601,Petrol,Manual,First,20.73,1373,91.1,5,6.84
Volkswagen,Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968,167.7,5,6.0
Honda,Pune,2017,27000,Diesel,Manual,First,27.3,1498,98.6,5,8.0
Audi,Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968,174.33,5,24.74
Hyundai,Kochi,2017,34429,Diesel,Manual,First,24.0,1120,70.0,5,5.5
Mercedes-Benz,Delhi,2013,46000,Diesel,Automatic,First,12.0,2987,224.0,7,36.0
Toyota,Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494,100.6,7,11.79
Nissan,Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498,97.7,5,3.0
Skoda,Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968,138.1,5,6.75
Chevrolet,Jaipur,2006,100000,Petrol,Manual,First,14.49,1399,92.7,5,1.4
Honda,Mumbai,2014,57000,Diesel,Manual,First,24.2,1498,98.6,7,5.75
Maruti,Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248,73.9,5,3.4
Volkswagen,Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198,73.9,5,4.89
Nissan,Mumbai,2013,31000,Petrol,Manual,First,13.24,1598,102.5,5,4.95
Maruti,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998,66.1,5,3.49
Honda,Pune,2014,43772,Petrol,Manual,First,17.0,1497,118.0,5,6.35
Hyundai,Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197,82.0,5,7.08
Jaguar,Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999,177.0,5,38.0
Mahindra,Kolkata,2012,62000,Diesel,Manual,First,12.05,2179,120.0,8,6.25
Mercedes-Benz,Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796,186.0,5,10.15
Skoda,Delhi,2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5,10.75
Chevrolet,Pune,2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4,4.65
Mahindra,Delhi,2010,61001,Diesel,Manual,First,12.05,2179,120.0,8,4.75
Hyundai,Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5,7.78
Hyundai,Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396,90.0,5,6.75
Honda,Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497,78.0,5,2.99
Hyundai,Kolkata,2013,21000,Petrol,Manual,First,20.36,1197,78.9,5,2.35
Honda,Delhi,2013,89429,Diesel,Manual,First,25.8,1498,98.6,5,3.65
Maruti,Delhi,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5,2.74
Honda,Jaipur,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5,3.5
Hyundai,Kochi,2014,55804,Petrol,Manual,First,17.0,1197,80.0,5,4.76
Volkswagen,Kochi,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5,6.2
Skoda,Pune,2008,82000,Diesel,Manual,Second,18.7,1896,66.0,5,2.35
Mercedes-Benz,Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143,204.0,5,24.5
Renault,Pune,2013,20000,Petrol,Manual,First,13.24,1598,102.57,5,6.0
Hyundai,Hyderabad,2017,31829,Petrol,Manual,First,21.1,814,55.2,5,3.65
Maruti,Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5,6.26
Audi,Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5,32.95
Hyundai,Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5,7.8
Honda,Bangalore,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5,4.25
Maruti,Kochi,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5,4.86
Hyundai,Delhi,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5,4.9
Mahindra,Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498,112.0,8,7.06
Volkswagen,Delhi,2015,60007,Petrol,Automatic,First,17.21,1798,189.0,4,4.5
Maruti,Coimbatore,2011,48624,Petrol,Manual,First,24.07,998,67.1,5,3.22
Volkswagen,Kolkata,2014,30000,Diesel,Manual,First,22.07,1199,73.9,5,3.25
Hyundai,Delhi,2016,81605,Petrol,Manual,First,18.9,1197,82.0,5,4.53
Mercedes-Benz,Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143,170.0,5,34.78
Hyundai,Pune,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5,6.5
Fiat,Chennai,2010,72204,Petrol,Manual,First,15.7,1172,67.0,5,2.25
Toyota,Pune,2011,156347,Diesel,Manual,Second,12.99,2494,100.0,8,8.0
Mahindra,Kochi,2017,47357,Diesel,Automatic,First,18.49,1493,100.0,7,8.37
Volkswagen,Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5,5.39
BMW,Kochi,2018,32586,Diesel,Automatic,First,22.48,1995,190.0,5,37.3
Mercedes-Benz,Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5,70.8
Mercedes-Benz,Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5,22.25
Hyundai,Kochi,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5,6.03
Skoda,Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5,4.9
Hyundai,Chennai,2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5,3.96
Hyundai,Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396,90.0,5,4.6
Mahindra,Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179,120.0,8,5.5
Honda,Mumbai,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5,3.25
Hyundai,Jaipur,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5,6.25
Ford,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499,143.0,7,3.0
Hyundai,Chennai,2011,108242,Diesel,Manual,First,16.8,1493,110.0,5,4.25
Toyota,Pune,2011,146300,Diesel,Manual,First,11.5,2982,171.0,7,12.25
BMW,Pune,2011,62943,Diesel,Automatic,Second,17.05,1995,184.0,5,10.95
Toyota,Delhi,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7,16.5
Honda,Pune,2018,1700,Petrol,Automatic,First,19.0,1199,88.76,5,7.8
Hyundai,Kochi,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5,3.7
Hyundai,Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197,80.0,5,4.0
BMW,Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5,26.75
Audi,Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968,181.0,5,28.03
Maruti,Kochi,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5,5.44
Maruti,Delhi,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5,6.2
Hyundai,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495,94.0,5,0.9
Maruti,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,3.95
Tata,Pune,2011,65000,Petrol,Manual,Second,26.0,624,35.0,4,0.44
Ford,Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399,68.0,5,2.75
Volkswagen,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,7.5
Fiat,Chennai,2010,160000,Diesel,Manual,Second,19.0,1248,93.0,5,2.5
Mahindra,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,5.0
Maruti,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998,67.1,5,3.6
Toyota,Kochi,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5,3.99
Hyundai,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197,82.0,5,5.64
Toyota,Pune,2014,160000,Diesel,Manual,First,12.99,2494,100.0,8,12.0
Tata,Kolkata,2008,133000,Diesel,Manual,First,16.8,1405,62.0,5,0.7
BMW,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995,184.0,5,19.0
Ford,Delhi,2017,38000,Diesel,Automatic,First,10.91,3198,197.0,7,30.48
Maruti,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5,8.2
Ford,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498,99.0,5,7.55
Chevrolet,Pune,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5,0.99
Honda,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497,118.0,5,4.15
Nissan,Chennai,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5,6.2
Maruti,Kolkata,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5,4.4
Ford,Kolkata,2012,60000,Diesel,Manual,First,20.0,1399,68.0,5,2.1
Fiat,Jaipur,2011,130000,Diesel,Manual,First,20.3,1248,75.0,5,2.2
Hyundai,Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,8.34
Maruti,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248,74.0,5,4.35
Ford,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5,6.8
Maruti,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5,3.3
Hyundai,Kochi,2016,19947,Petrol,Manual,First,18.9,1197,82.0,5,5.04
Ford,Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7,9.2
Volkswagen,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5,5.7
Mahindra,Kochi,2018,55594,Diesel,Manual,First,18.49,1493,100.0,7,8.48
BMW,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993,306.0,4,48.0
Renault,Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5,6.1
Maruti,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998,67.04,5,2.75
Maruti,Pune,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7,8.0
Maruti,Jaipur,2010,73513,Petrol,Manual,First,19.7,796,46.3,5,1.85
Maruti,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998,67.0,5,3.85
Maruti,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196,73.0,7,4.74
Renault,Kochi,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5,5.63
Maruti,Kochi,2011,25805,Petrol,Manual,First,18.2,1061,64.0,5,2.62
Renault,Kochi,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5,4.9
Honda,Chennai,2006,110000,Petrol,Manual,First,13.5,1799,130.0,5,2.65
Mahindra,Delhi,2012,88000,Diesel,Manual,First,16.0,2179,140.0,7,5.99
Mahindra,Chennai,2011,110000,Diesel,Manual,Second,21.0,1461,64.1,5,2.4
Renault,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67.0,5,4.25
Porsche,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240.0,5,40.0
Maruti,Pune,2008,150000,Diesel,Manual,Second,28.4,1248,74.0,5,2.7
